0.000100,-67.137465
1.000000,-29.292846
4.000000,-22.702592
5.000000,-21.614325
8.000000,-19.298375
10.000000,-18.186005
12.000000,-17.257239
14.000000,-16.453414
16.000000,-15.756262
18.000000,-15.127866
20.000000,-14.557995
22.000000,-14.039898
24.000000,-13.548132
26.000000,-13.096870
28.000000,-12.677287
30.000000,-12.275719
32.000000,-11.900334
34.000000,-11.543294
36.000000,-11.194222
38.000000,-10.860353
40.000000,-10.539842
42.000000,-10.229958
44.000000,-9.931212
46.000000,-9.645850
48.000000,-9.366733
50.000000,-9.090804
52.000000,-8.820162
54.000000,-8.552001
56.000000,-8.289483
58.000000,-8.033145
60.000000,-7.780639
62.000000,-7.534730
64.000000,-7.284789
66.000000,-7.038556
68.000000,-6.791935
70.000000,-6.545150
72.000000,-6.300007
74.000000,-6.049883
76.000000,-5.797517
78.000000,-5.537882
80.000000,-5.275198
82.000000,-5.002253
84.000000,-4.719960
86.000000,-4.421428
88.000000,-4.102567
90.000000,-3.763039
92.000000,-3.378000
94.000000,-2.925997
96.000000,-2.368167
98.000000,-1.547030
99.999900,5.433274
